filename	text
102-102002-183.wav	การเดินทางมาร้านข้าวหมูแดงหมูกรอบหงษ์หยกก็ไม่ยากนะครับ
102-102002-4.wav	มันมีอยู่จริงอยู่ที่จังหวัดนครปฐมกับร้านร้านนี้ผมไปสืบเสาะหามาให้แล้ว
102-102002-23.wav	ตะลอนกินวันนี้นะครับบุกตะลุยมาถึงที่จังหวัดนครปฐมครับ
102-102003-5.wav	แล้วก็นายตาต้าชาวกะเหรี่ยงผู้ดูแลสำนักสงฆ์เต่าดำ
102-102003-21.wav	และชุดสืบสภ.ไทรโยคก็ได้เดินทางเข้าไปตรวจสอบพื้นที่เกิดเหตุเมื่อวานนี้
102-102003-24.wav	เดินทางไปสภ.ไทรโยคด้วยหลังจากที่นายตาต้าออกมายอมรับแล้วว่า
102-102003-23.wav	แล้วก็ควบคุมตัวนายตาต้าคนดูแลสำนักสงฆ์เต่าดำ
102-102003-37.wav	ทีนี้ส่องไฟไปเจอหมีขออยู่บนกิ่งต้นไทรหนึ่งในนั้นก็ส่งปืนให้กับนายตาต้า 
102-102003-32.wav	ชักชวนนายตาต้าบอกว่าไปส่องไฟล่าสัตว์ป่ากัน
102-102003-33.wav	นายตาต้าก็เลยพาชายสองคนนี้เดินออกจากที่พัก
102-102003-38.wav	นายตาต้าก็ยิงไปหนึ่งนัดถูกหมีขอตายตกลงมาจากต้นไทรเลย
102-102003-41.wav	ปืนที่ใช้เนี่ยเป็นปืนของคณะนายวัชรชัยสมีรักษ์อดีตปลัดด่านมะขามเตี้ยค่ะ
102-102003-47.wav	ช่วงเช้าที่ผ่านมานี้เองนะคะตำรวจก็นำตัวอศ.ออยแล้วก็นายตาต้า
102-102006-7.wav	ว่าแล้วค่ะก็เลยไปถึงเรื่องหนังนางนาคนะคะ
102-102009-15.wav	เขาบอกว่าเป็นห้องแถวชั้นเดียวนะฮะในพื้นที่หมู่7ตำบลโคกไม้ลายอำเภอเมืองจังหวัดปราจีนบุรีครับ
102-102009-18.wav	แล้วก็นายเทิดศักดิ์จันเพ็ญอายุ66ปีเหมือนกันอันนี้ก็เป็นคุณปู่คุณตานี่แหละฮะ
102-102011-11.wav	เนี่ยนายวชิระ แขทองอายุยี่29
102-102012-13.wav	สอบถามนายมงคลศรีศุกร์อายุ44ปีนะครับเล่าบอกว่า
102-102012-26.wav	เรื่องนี้ก็ถึงนายธนาวุฒิถาวร พราหมณ์
102-102017-6.wav	ประมาณ5กิโลเมตรค่ะผู้ตายก็คือนางสาวนิรนาท ศรีพุทธาหรือว่าน้องเอ็มนะคะ
102-102017-8.wav	แล้วก็จมน้ำหายไปตั้งแต่วันที่10เมษายนค่ะเมื่อวานนี้อาสาสมัครกู้ภัยประจักษ์จังหวัดหนองคาย
102-102018-33.wav	ระเบิด7จังหวัดภาคใต้สร้างความตื่นตระหนก
102-102003-29.wav	หลังจากที่กลุ่มออฟโรดของนายวัชรชัยสมีรักษ 
102-102003-19.wav	นายพนัชกรโพธิบัณฑิตหัวหน้าอุทยานแห่งชาติไทรโยค
102-102003-15.wav	ซึ่งเป็นของพี่ชายไปให้นายตาต้าซึ่งเป็นชาวกะเหรี่ยง
102-102022-229.wav	แล้วจากที่กรุงเทพเดินทางขึ้นไปอีกถูกไหมคะ
102-102022-254.wav	ของศาลจังหวัดตาก 
102-102022-326.wav	ที่จะฝากขังต่อศาลยื่นต่อศาลจังหวัด
102-102024-8.wav	ยิงซะเลยท่านผู้ชมดูนะฮะอันนี้อยู่ในจังหวัดพัทลุงนะครับ
102-102019-126.wav	เรียกจังหวะนี้ว่าจังหวะนรกพี่
102-102021-27.wav	เป็นเห็ดคนที่ถือว่าเป็นหนึ่งเดียวในจังหวัดพะเยาแล้วนะครับ
102-102021-18.wav	อยู่ในตำบลน้ำแวนอำเภอเชียงคำจังหวัดพะเยา
102-102019-115.wav	ลอยกระทงหนูเดินทางเล่นคอนเสิร์ต9ที่
102-102018-35.wav	และคดีการผูกคอเสียชีวิตของนายธวัชชัย อนุกูล
102-102022-183.wav	ขับกันมานะถึงจังหวัดไหนแล้วคะเนี่ย
102-102022-753.wav	ยังไงขอบคุณนิชาแล้วก็เดินทางกลับด้วยความปลอดภัยนะคะขอบคุณคุณลุง
102-102024-34.wav	ก็พบว่าคนก่อเหตุชื่อว่านายเอกพลครับ
102-102025-14.wav	ข้าราชการศาลยุติธรรมในจังหวัดเชียงใหม่ได้แก่ศาลอุทธรณ์ภาค5
102-102025-16.wav	ศาลจังหวัดเชียงใหม่รวมทั้งสารเยาวชนและครอบครัวจังหวัดเชียงใหม่
102-102026-4.wav	รายงานมาจากจังหวัดนครปฐมนะคะเชิญค่ะ
102-102027-13.wav	ที่บ้านหลังหนึ่งที่ตำบลเสม็ดอำเภอเมืองจังหวัดบุรีรัมย์
102-102029-13.wav	ที่กำลังเดินทางจากรัฐเวอร์จิเนียของสหรัฐอเมริกา
102-102029-45.wav	ก็ได้ร่วมกันระดมเงินสนับสนุนให้โทมัสเดินทางจากรัฐเวอร์จิเนีย
102-102033-40.wav	ที่ให้โชคกับลูกหลานในพื้นที่จังหวัดนครพนมนะคะ
102-102033-46.wav	นี่ฮะนางหมุดอายุ52ปีเป็นชาวบ้านตำบล
102-102035-0.wav	คุณผู้ชมคะโจรสาวรายนี้ก็ไม่เข็ดเพราะว่าหลายต่อหลายครั้งในการก่อเหตุลักทรัพย์นะคะที่จังหวัดระยองแล้วก็แปลงโฉมด้วยนะคะ
102-102035-2.wav	นี่ไงหยิบใส่กระเป๋าหยิบใส่กระเป๋านะคะอันนี้คือกล้องวงจรปิดในร้านขายของชำเป็นร้านขนาดใหญ่ค้าปลีกค้าส่งนะคะร้านตีผลไม้ดองอยู่ที่ถนนสุขุมวิทอำเภอเมืองจังหวัดระยองนะคะ
102-102035-23.wav	นางสาววันเพ็ญเจ้าของร้านบอกว่าเคยโดนเหมือนกัน
102-102037-17.wav	ปรากฏว่าเป็นนายกฯอบต.ค่ะ
102-102037-44.wav	ซึ่งนายกฯอบต.รายนี้ก็เข้ามอบตัวแล้วค่ะ
102-102038-2.wav	ที่นี่เป็นศูนย์เรียนรู้เกษตรอินทรีย์แห่งใหม่ของจังหวัดจันทบุรี
102-102038-3.wav	อยู่ที่ตำบลท่าช้างอำเภอเมืองจังหวัดจันทบุรี
102-102038-31.wav	แล้วพบกันที่สวนลอยฟ้าเมลอนฟาร์มจังหวัดจันทบุรี
102-102039-17.wav	แจ้งความไว้ถึง2สภ.ในพื้นที่จังหวัดเพชรบูรณ์ด้วยกันค่ะ
102-102039-256.wav	ต้องมีพิธีนี้เหรอคะพิธีนี้คือในพระคัมภีร์ก็มีตอน
102-102041-31.wav	ในพื้นที่จังหวัดราชบุรีผู้สื่อข่าวได้ไปเจอคุณยายเพียรใจ
102-102042-17.wav	ก็เป็นอีกจุดหนึ่งที่น่าสนใจของจังหวัดเชียงใหม่และบรรดาคุณพ่อคุณแม่
102-102044-36.wav	ประชาชนเล่นน้ำสงกรานต์ส่งน้ำพระแล้วก็มีขบวนแห่นางสงกรานต์ด้วย
102-102045-29.wav	เดี๋ยวพาไปเที่ยวกันก่อนเลยนะครับในช่วงต้นของรายการแบบนี้ที่จังหวัดพิษณุโลก
102-102045-35.wav	หลังจากนั้นเนี่ยช่วงเดือนนี้ก็จะค่อยร่วงโรยหายไปช่วงนี้บอกเลยว่าบรรดานักท่องเที่ยวต่างพากันเดินทางมาชมดอกลิ้นมังกรกันอย่างไม่ขาดสาย
102-102048-13.wav	บ้านหลังนี้เนี่ยคือบ้านที่นางสาวอุทุมพรหรือคุณพลอยวัย27ปี
102-102048-43.wav	แต่นางไม่ยอมให้มาดูบ้านอ้างว่าน้าอยู่บ้าง
102-102048-55.wav	แม่ป่วยต้องเดินทางไปมาเลเซียอย่างเร่งด่วน
102-102050-0.wav	ติดตามความคืบหน้าอุบัติเหตุที่เกิดขึ้นในท้องที่ของสภ.แม่ปิงจังหวัดเชียงใหม่กันหน่อยนะคะ
102-102050-8.wav	ก็เลยตัดสินใจไปร้องต่อนายอัจฉริยะเรืองรัตนพงศ์ประธานชมรมช่วยเหลือเหยื่ออาชญากรรม
102-102050-30.wav	แล้วก็เห็นเหตุการณ์ล่าสุดเดินทางให้ข้อมูลกับตำรวจแล้ว
102-102052-3.wav	ผู้บังคับการตำรวจท่องเที่ยวสามเป็นเรื่องเป็นราวสิฮะ
102-102052-11.wav	ย้ายให้ไปปฏิบัติหน้าที่ที่ศูนย์ปฏิบัติการกองบัญชาการตำรวจท่องเที่ยวก่อนนะคะ
102-102052-12.wav	จังหวัดนครศรีธรรมราชมันเป็นกระแสดราม่า
102-102052-22.wav	ผู้บังคับการตำรวจท่องเที่ยว3ให้ไปประจำศูนย์ปฏิบัติการ
102-102052-26.wav	รักษาการผู้บังคับการตำรวจท่องเที่ยว3อีก1ตำแหน่งด้วย
102-102052-35.wav	หลังจากนั้นก็ค่อยใช้รถยนต์เดินทางเข้ามาในวัด
102-102054-106.wav	ก็คือนายธนกรเถื่อนทองหรือน้ำเย็น
102-102055-13.wav	หรือว่านายทงชัยอายุ20ปีโดนยิงตายครับ
102-102057-11.wav	นางสาวรุ้งทิพย์สายทองอายุ40ปี
102-102057-16.wav	ตำบลศาลาลัยอำเภอสามร้อยยอดจังหวัดประจวบคีรีขันธ์นะครับ
102-102057-19.wav	ทำให้ตำรวจทหารและเจ้าหน้าที่กู้ภัยเกือบ300นายต้องรักษาความปลอดภัย
102-102057-23.wav	เพราะเข้าใจว่านายสำราญซึ่งเป็นน้าชายของตนเอง
102-102058-30.wav	ก็คือนายยอดอายุ50ปีมีนิสัยชอบเสพยา
102-102058-37.wav	โดยนายยอดผู้ต้องสงสัยยังให้การปฏิเสธ
102-102059-16.wav	รวมไปถึงนายสุนทรพลศรี
102-102063-1.wav	อย่างพ่อแม่พี่น้องที่จังหวัดพะเยานี่นะคะคุณผู้ชมทำน้ำพริกกากหมูสูตรเด็ดสูตรอร่อยสูตรแซ่บหลาย
102-102063-4.wav	ตำบลแม่กาอำเภอเมืองจังหวัดพะเยานะจ๊ะอ๋อที่นี่ที่นี่พะเยานะใช่แล้วเขาบอกเลยว่าน้ำพริกกากหมูที่นี่อร่อยเด็ดไม่เหมือนใคร
102-102066-5.wav	จังหวัดนครราชสีมาทีมไทยพบกับคาซัคสถานครับ
102-102067-64.wav	แล้วเราเป็นคนก็เดินทางท่องเที่ยวใช่ไหมครับ
102-102067-116.wav	อีก500บอกว่าเอาไปซื้อชุดน้ำให้ทีมงานให้นางรำ
102-102067-270.wav	หรือการท่องเที่ยวเราใช้หนังสั้นมากี่เรื่องกี่ราวก็กระตุ้นท่องเที่ยวได้ระดับหนึ่ง
102-102068-2.wav	มีรองผู้การจังหวัดมีรองผู้การจังหวัดเข้าไปเกี่ยวข้อง
102-102069-34.wav	ตัวของนายเอเองพี่ชายของละอองดาวอีกคนหนึ่ง
102-102069-83.wav	หรือว่าแม่ของนางสาวดาวนั่นเองนะครับ
102-102070-10.wav	หมู่1ตำบลท่ามะพลาอำเภอหลังสวนจังหวัดชุมพร
102-102070-14.wav	ผู้บังคับการตำรวจภูธรจังหวัดชุมพร
102-102072-5.wav	เป็นรองผู้อำนวยการโรงเรียนบ้านโกยอำเภอเมืองจังหวัดอุดรธานี
102-102072-8.wav	ภรรยาแล้วก็ลูกชายของนายวิเชียรออกไปตลาดเพื่อซื้อกับข้าว
102-102072-9.wav	ส่วนนายวิเชียรเองอยู่ส่วนหลังบ้านค่ะกำลังทำอะไรรู้ไหม
102-102072-16.wav	ถามหาคนชื่อชาตินายวิเชียรกำลังจะอ้าปากตอบเลยว่าที่นี่ไม่มี
102-102072-19.wav	กระสุนเนี่ยถูกเข้าที่แขนพอโดนยิงปุ๊บนายวิเชียรก็รีบวิ่งหนีเลย
102-102072-23.wav	ตอนนี้นายวิเชียรอาการปลอดภัยแล้วนะคะเขาบอกว่าเขาจำใบหน้าคนร้ายได้
102-102073-20.wav	แล้วก็ยังมีสวนส้มถุงแป้งที่อำเภอเมืองจังหวัดพังงา
102-102074-8.wav	ล้มทับถนนสายห้วยทัพทันปรางค์กู่ใกล้กับห้วยยางในอำเภอห้วยทัพทันจังหวัดศรีสะเกษครับ
102-102076-50.wav	เช่นเดียวกันนะคะ3จังหวัดชายแดนภาคใต้มีความขัดแย้งเกิดขึ้น
102-102078-2.wav	ละลายในปากอร่อยสุดที่จังหวัดเลย
102-102078-40.wav	แต่ถ้าไม่ใช่คนจังหวัดเลยบางทีก็ไม่รู้ว่าอยู่ตรงไหนไง
